order_id,store_id,city,partner_id,promised_time_min,actual_time_min,distance_one_way_km,distance_return_km,delay_reason
O51472,S103,Bangalore,P2105,20.0,28,5.99,5.78,System Issue
O51473,S101,Bangalore,P2128,36.0,27,7.92,6.82,
O51474,S100,Mumbai,P2171,18.0,19,4.2,4.61,System Issue
O51475,S101,Bangalore,P2232,25.0,35,4.68,3.69,Store Delay
O51476,S110,Bangalore,P2179,24.0,23,6.13,6.63,
O51477,S139,Mumbai,P2000,32.0,26,1.66,1.53,
O51478,S126,Delhi,P2205,34.0,42,7.25,7.02,Partner Late
O51479,S127,Bangalore,P2097,32.0,44,5.57,4.15,Traffic
O51480,S138,Delhi,P2174,24.0,36,4.97,3.61,Traffic
O51481,S119,Mumbai,P2103,37.0,48,4.19,3.49,Traffic
O51482,S115,Hyderabad,P2197,31.0,42,2.26,2.14,Store Delay
O51483,S129,Delhi,P2117,35.0,37,5.03,4.47,Traffic
O51484,S131,Delhi,P2269,34.0,30,3.93,3.19,
O51485,S132,Delhi,P2096,24.0,31,4.51,4.63,Partner Late
O51486,S114,Mumbai,P2146,15.0,29,3.64,3.98,Store Delay
O51487,S137,Mumbai,P2099,33.0,36,6.32,5.86,Store Delay
O51488,S134,Delhi,P2041,30.0,26,7.38,7.46,
O51489,S116,Mumbai,P2147,33.0,37,3.31,3.17,Weather
O51490,S109,Delhi,P2049,32.0,31,2.86,2.48,
O51491,S132,Delhi,P2006,23.0,31,5.87,6.22,Store Delay
O51492,S123,Delhi,P2143,23.0,24,1.73,1.55,Traffic
O51493,S120,Delhi,P2215,32.0,33,3.33,3.35,Store Delay
O51494,S111,Bangalore,P2020,36.0,41,6.65,6.67,Traffic
O51495,S104,Hyderabad,P2098,39.0,43,2.29,1.75,System Issue
O51496,S139,Mumbai,P2156,19.0,31,7.97,7.35,Store Delay
O51497,S101,Bangalore,P2039,23.0,19,4.75,4.67,
O51498,S118,Hyderabad,P2027,22.0,27,0.55,0.42,Store Delay
O51499,S134,Delhi,P2055,20.0,37,4.72,4.04,Traffic
O51500,S106,Delhi,P2188,28.0,33,6.99,4.92,Partner Late
O51501,S105,Delhi,P2013,18.0,22,2.85,2.02,Store Delay
O51502,S132,Delhi,P2243,29.0,33,7.08,5.28,Partner Late
O51503,S115,Hyderabad,P2110,34.0,41,7.51,6.06,Store Delay
O51504,S105,Delhi,P2132,34.0,30,0.93,0.85,
O51505,S135,Bangalore,P2150,20.0,18,6.45,7.01,
O51506,S105,Delhi,P2058,20.0,38,3.24,3.5,Store Delay
O51507,S133,Delhi,P2147,24.0,29,4.21,4.07,Traffic
O51508,S112,Delhi,P2214,30.0,42,2.73,2.14,Store Delay
O51509,S108,Mumbai,P2224,29.0,33,2.08,2.13,Traffic
O51510,S103,Bangalore,P2204,22.0,16,6.08,4.34,
O51511,S106,Delhi,P2054,20.0,15,3.49,3.65,
O51512,S112,Delhi,P2220,15.0,41,3.78,2.74,Store Delay
O51513,S116,Mumbai,P2286,32.0,36,1.99,2.19,Partner Late
O51514,S107,Mumbai,P2206,26.0,25,6.9,5.78,
O51515,S112,Delhi,P2284,35.0,41,1.58,1.27,Traffic
O51516,S138,Delhi,P2142,18.0,37,7.76,8.32,Store Delay
O51517,S118,Hyderabad,P2232,38.0,57,5.4,5.55,
O51518,S102,Delhi,P2105,30.0,36,4.98,4.19,Partner Late
O51519,S109,Delhi,P2026,17.0,17,5.29,4.04,
O51520,S133,Delhi,P2099,27.0,48,1.58,1.21,Traffic
O51521,S116,Mumbai,P2159,20.0,14,5.5,5.95,
O51522,S137,Mumbai,P2076,21.0,34,5.04,5.46,Store Delay
O51523,S135,Bangalore,P2121,16.0,22,4.01,3.21,
O51524,S130,Mumbai,P2142,24.0,39,3.59,3.75,Traffic
O51525,S127,Bangalore,P2214,19.0,21,0.84,0.72,
O51526,S105,Delhi,P2001,,54,6.43,6.96,Partner Late
O51527,S126,Delhi,P2202,26.0,46,4.76,3.76,Store Delay
O51528,S117,Delhi,P2126,22.0,44,6.32,6.59,Store Delay
O51529,S136,Bangalore,P2014,27.0,22,1.07,0.96,
O51530,S119,Mumbai,P2011,15.0,20,2.69,2.32,Partner Late
O51531,S116,Mumbai,P2263,19.0,31,7.44,5.27,Traffic
O51532,S136,Bangalore,P2096,28.0,40,7.96,7.89,Store Delay
O51533,S105,Delhi,P2058,38.0,46,1.37,1.18,Traffic
O51534,S131,Delhi,P2242,28.0,31,4.26,4.52,Store Delay
O51535,S119,Mumbai,P2260,28.0,35,1.4,1.01,Store Delay
O51536,S104,Hyderabad,P2224,32.0,45,3.06,2.17,Traffic
O51537,S129,Delhi,P2071,23.0,25,5.91,4.62,Traffic
O51538,S103,Bangalore,P2263,18.0,22,1.02,1.07,Traffic
O51539,S101,Bangalore,P2246,30.0,22,0.77,0.57,
O51540,S105,Delhi,P2158,15.0,10,7.54,6.43,
O51541,S112,Delhi,P2185,33.0,38,3.27,3.36,Traffic
O51542,S130,Mumbai,P2202,34.0,38,5.26,3.71,Store Delay
O51543,S101,Bangalore,P2270,24.0,28,7.18,5.83,
O51544,S135,Bangalore,P2157,29.0,27,7.8,6.99,
O51545,S119,Mumbai,P2228,18.0,25,7.79,6.41,Traffic
O51546,S105,Delhi,P2228,26.0,41,4.74,3.6,Partner Late
O51547,S100,Mumbai,P2124,24.0,35,3.17,2.44,Store Delay
O51548,S109,Delhi,P2187,29.0,33,2.86,2.75,Traffic
O51549,S111,Bangalore,P2061,20.0,20,6.64,6.27,
O51550,S138,Delhi,P2280,28.0,32,4.29,3.69,Store Delay
O51551,S112,Delhi,P2269,33.0,30,5.16,3.97,
O51552,S105,Delhi,P2091,33.0,61,6.05,5.3,Traffic
O51553,S112,Delhi,P2047,34.0,32,7.49,7.25,
O51554,S137,Mumbai,P2091,17.0,25,4.59,4.28,Weather
O51555,S124,Hyderabad,P2292,19.0,24,7.83,6.56,Store Delay
O51556,S113,Mumbai,P2258,22.0,14,5.21,3.85,
O51557,S136,Bangalore,P2224,32.0,32,5.18,3.72,
O51558,S112,Delhi,P2104,38.0,49,4.62,3.93,Traffic
O51559,S132,Delhi,P2077,17.0,19,7.06,5.43,Traffic
O51560,S132,Delhi,P2236,28.0,30,5.55,5.37,Store Delay
O51561,S135,Bangalore,P2019,28.0,40,7.21,7.17,Traffic
O51562,S123,Delhi,P2097,27.0,30,6.88,5.92,Traffic
O51563,S115,Hyderabad,P2233,31.0,47,7.08,7.0,Store Delay
O51564,S132,Delhi,P2219,38.0,39,7.88,5.83,Traffic
O51565,S100,Mumbai,P2180,34.0,51,1.43,1.09,Store Delay
O51566,S122,Mumbai,P2248,27.0,28,2.8,2.63,Traffic
O51567,S107,Mumbai,P2173,15.0,20,6.56,5.79,Partner Late
O51568,S123,Delhi,P2206,31.0,33,5.32,5.56,Partner Late
O51569,S121,Hyderabad,P2042,39.0,39,5.36,4.39,
O51570,S119,Mumbai,P2065,31.0,46,5.07,5.35,Partner Late
O51571,S102,Delhi,P2225,24.0,24,4.89,4.19,
O51572,S105,Delhi,P2206,35.0,37,2.65,2.75,Store Delay
O51573,S105,Delhi,P2201,38.0,48,6.96,7.24,Traffic
O51574,S129,Delhi,P2040,28.0,43,2.33,1.84,Store Delay
O51575,S139,Mumbai,P2000,23.0,17,7.97,8.36,
O51576,S127,Bangalore,P2093,24.0,23,4.17,4.12,
O51577,S103,Bangalore,P2102,25.0,33,3.3,3.15,Store Delay
O51578,S101,Bangalore,P2192,36.0,40,7.29,7.37,System Issue
O51579,S108,Mumbai,P2122,29.0,22,5.07,4.93,
O51580,S121,Hyderabad,P2288,15.0,10,0.62,0.53,
O51581,S127,Bangalore,P2242,17.0,24,3.96,3.26,Weather
O51582,S106,Delhi,P2018,17.0,20,1.02,0.95,Store Delay
O51583,S110,Bangalore,P2224,37.0,39,5.41,5.3,Traffic
O51584,S120,Delhi,P2113,20.0,45,6.19,6.48,Traffic
O51585,S102,Delhi,P2136,37.0,45,1.89,1.62,Traffic
O51586,S129,Delhi,P2193,22.0,47,2.23,2.22,Store Delay
O51587,S130,Mumbai,P2075,29.0,38,6.57,6.19,Traffic
O51588,S100,Mumbai,P2115,20.0,24,2.29,1.8,Traffic
O51589,S139,Mumbai,P2053,38.0,40,1.8,1.37,
O51590,S133,Delhi,P2032,30.0,37,3.36,2.49,Traffic
O51591,S104,Hyderabad,P2027,37.0,51,4.56,3.58,
O51592,S119,Mumbai,P2091,19.0,20,2.44,2.36,Store Delay
O51593,S105,Delhi,P2265,25.0,41,7.08,6.74,
O51594,S121,Hyderabad,P2293,35.0,53,5.59,5.38,System Issue
O51595,S139,Mumbai,P2147,36.0,52,3.33,3.36,Store Delay
O51596,S114,Mumbai,P2173,37.0,50,2.4,1.8,Store Delay
O51597,S135,Bangalore,P2000,30.0,39,6.0,4.96,Traffic
O51598,S103,Bangalore,P2196,21.0,26,7.89,5.66,Traffic
O51599,S109,Delhi,P2149,21.0,37,3.16,2.72,Traffic
O51600,S107,Mumbai,P2165,23.0,27,6.97,7.55,Partner Late
O51601,S102,Delhi,P2219,34.0,44,5.61,4.84,Traffic
O51602,S116,Mumbai,P2298,16.0,25,7.98,7.37,Weather
O51603,S104,Hyderabad,P2188,24.0,32,3.41,3.62,Traffic
O51604,S130,Mumbai,P2193,36.0,41,6.96,5.76,Partner Late
O51605,S136,Bangalore,P2098,34.0,31,6.55,5.5,
O51606,S104,Hyderabad,P2143,19.0,37,1.43,1.03,Store Delay
O51607,S109,Delhi,P2216,15.0,13,1.41,1.39,
O51608,S122,Mumbai,P2075,25.0,32,1.4,1.25,Store Delay
O51609,S109,Delhi,P2046,15.0,20,1.01,0.88,Traffic
O51610,S108,Mumbai,P2298,38.0,52,4.98,4.24,Traffic
O51611,S131,Delhi,P2030,18.0,20,5.26,4.12,Traffic
O51612,S102,Delhi,P2118,32.0,31,4.66,4.12,
O51613,S130,Mumbai,P2256,24.0,41,7.88,6.11,Store Delay
O51614,S110,Bangalore,P2298,26.0,21,2.29,1.92,
O51615,S109,Delhi,P2065,28.0,43,0.57,0.51,Traffic
O51616,S125,Mumbai,P2136,15.0,12,0.97,0.78,
O51617,S134,Delhi,P2231,35.0,55,1.89,1.37,Store Delay
O51618,S105,Delhi,P2021,20.0,19,7.59,5.34,
O51619,S135,Bangalore,P2095,29.0,34,5.8,4.7,Partner Late
O51620,S121,Hyderabad,P2082,36.0,29,2.64,1.87,
O51621,S126,Delhi,P2142,31.0,41,3.68,2.67,Partner Late
O51622,S105,Delhi,P2145,39.0,42,5.95,5.07,
O51623,S122,Mumbai,P2096,35.0,42,5.16,3.67,Store Delay
O51624,S102,Delhi,P2208,34.0,27,2.29,2.12,
O51625,S138,Delhi,P2043,23.0,24,2.12,2.32,Traffic
O51626,S108,Mumbai,P2249,32.0,30,5.26,5.67,
O51627,S131,Delhi,P2264,36.0,35,0.51,0.41,
O51628,S117,Delhi,P2186,28.0,34,7.85,5.94,Store Delay
O51629,S112,Delhi,P2106,24.0,28,6.67,6.92,Partner Late
O51630,S131,Delhi,P2243,17.0,19,1.92,2.04,
O51631,S116,Mumbai,P2128,25.0,23,5.94,4.38,
O51632,S136,Bangalore,P2100,33.0,38,2.48,1.93,Traffic
O51633,S136,Bangalore,P2272,31.0,30,7.74,8.39,
O51634,S121,Hyderabad,P2263,21.0,22,4.39,4.03,Store Delay
O51635,S102,Delhi,P2240,23.0,30,0.6,0.52,Traffic
O51636,S133,Delhi,P2048,27.0,18,7.4,5.84,
O51637,S101,Bangalore,P2023,25.0,34,0.57,0.46,Traffic
O51638,S109,Delhi,P2240,37.0,43,5.93,6.01,Store Delay
O51639,S115,Hyderabad,P2090,24.0,37,6.0,6.23,Partner Late
O51640,S135,Bangalore,P2050,23.0,29,6.21,4.59,Traffic
O51641,S115,Hyderabad,P2084,22.0,20,1.88,1.74,
O51642,S112,Delhi,P2126,30.0,23,0.67,0.67,
O51643,S127,Bangalore,P2125,22.0,27,6.22,5.25,Store Delay
O51644,S102,Delhi,P2068,26.0,37,4.97,5.24,Store Delay
O51645,S109,Delhi,P2260,30.0,38,1.93,1.97,Traffic
O51646,S128,Bangalore,P2161,33.0,33,5.85,5.84,
O51647,S129,Delhi,P2040,20.0,30,7.72,7.69,Partner Late
O51648,S100,Mumbai,P2234,32.0,38,2.01,1.54,Partner Late
O51649,S134,Delhi,P2157,26.0,44,5.41,5.63,Traffic
O51650,S111,Bangalore,P2227,28.0,48,3.46,2.84,Traffic
O51651,S109,Delhi,P2190,19.0,50,0.73,0.61,Store Delay
O51652,S118,Hyderabad,P2023,25.0,29,6.54,6.94,Traffic
O51653,S123,Delhi,P2088,17.0,18,1.18,0.83,Traffic
O51654,S127,Bangalore,P2097,34.0,47,7.61,7.78,
O51655,S100,Mumbai,P2180,35.0,34,0.56,0.47,
O51656,S125,Mumbai,P2294,37.0,35,6.75,5.85,
O51657,S112,Delhi,P2138,39.0,46,6.44,4.52,Store Delay
O51658,S110,Bangalore,P2291,18.0,12,2.36,1.69,
O51659,S100,Mumbai,P2102,25.0,25,4.74,3.59,
O51660,S123,Delhi,P2078,19.0,19,0.89,0.79,
O51661,S138,Delhi,P2146,28.0,34,7.0,6.17,Traffic
O51662,S116,Mumbai,P2029,22.0,27,5.28,5.23,Partner Late
O51663,S101,Bangalore,P2176,18.0,26,7.37,7.3,Traffic
O51664,S134,Delhi,P2173,15.0,20,5.78,6.19,Traffic
O51665,S117,Delhi,P2060,15.0,17,3.25,2.59,System Issue
O51666,S122,Mumbai,P2057,22.0,43,6.44,4.94,Traffic
O51667,S117,Delhi,P2057,37.0,39,2.27,2.31,Store Delay
O51668,S127,Bangalore,P2077,37.0,40,4.28,3.79,Partner Late
O51669,S119,Mumbai,P2077,19.0,20,1.52,1.26,Traffic
O51670,S100,Mumbai,P2178,17.0,25,4.19,4.44,
O51671,S136,Bangalore,P2193,35.0,38,7.46,5.24,Traffic
O51672,S129,Delhi,P2070,39.0,44,4.16,3.69,Traffic
O51673,S135,Bangalore,P2164,34.0,38,7.99,7.26,Traffic
O51674,S104,Hyderabad,P2155,38.0,43,1.18,0.89,Partner Late
O51675,S107,Mumbai,P2181,36.0,26,0.91,0.7,
O51676,S104,Hyderabad,P2025,38.0,37,4.67,3.4,
O51677,S124,Hyderabad,P2101,36.0,32,1.77,1.36,
O51678,S108,Mumbai,P2246,37.0,41,6.15,4.69,Partner Late
O51679,S104,Hyderabad,P2193,16.0,30,5.28,4.73,Store Delay
O51680,S121,Hyderabad,P2144,27.0,23,3.96,3.66,
O51681,S106,Delhi,P2180,23.0,13,3.18,2.31,
O51682,S129,Delhi,P2125,29.0,40,4.3,3.7,Traffic
O51683,S112,Delhi,P2049,25.0,32,0.77,0.75,Traffic
O51684,S120,Delhi,P2285,31.0,28,0.69,0.74,
O51685,S133,Delhi,P2207,21.0,22,1.74,1.6,Partner Late
O51686,S121,Hyderabad,P2029,38.0,32,6.13,4.82,
O51687,S130,Mumbai,P2101,23.0,37,5.32,4.07,Traffic
O51688,S125,Mumbai,P2225,38.0,42,7.11,6.3,
O51689,S127,Bangalore,P2224,39.0,35,7.48,6.14,
O51690,S113,Mumbai,P2229,20.0,10,4.67,4.43,
O51691,S125,Mumbai,P2211,26.0,28,1.24,1.29,Partner Late
O51692,S121,Hyderabad,P2217,17.0,33,1.08,0.96,Traffic
O51693,S128,Bangalore,P2251,32.0,52,6.58,4.68,Traffic
O51694,S109,Delhi,P2035,17.0,17,1.43,1.52,
O51695,S103,Bangalore,P2040,25.0,29,4.93,4.34,Traffic
O51696,S124,Hyderabad,P2048,25.0,32,7.76,5.44,Store Delay
O51697,S115,Hyderabad,P2038,21.0,28,1.28,1.05,Traffic
O51698,S106,Delhi,P2038,36.0,36,4.25,3.68,
O51699,S121,Hyderabad,P2242,24.0,24,2.97,2.48,
O51700,S123,Delhi,P2110,16.0,15,2.71,2.08,
O51701,S109,Delhi,P2120,26.0,41,7.12,6.75,Traffic
O51702,S118,Hyderabad,P2019,35.0,41,5.59,5.06,Store Delay
O51703,S129,Delhi,P2051,21.0,10,5.02,4.53,
O51704,S126,Delhi,P2150,36.0,48,7.75,7.51,Traffic
O51705,S124,Hyderabad,P2279,33.0,37,6.66,7.03,Partner Late
O51706,S137,Mumbai,P2042,37.0,41,7.76,7.59,Store Delay
O51707,S115,Hyderabad,P2216,35.0,42,0.58,0.52,
O51708,S125,Mumbai,P2037,18.0,21,5.99,4.76,Weather
O51709,S116,Mumbai,P2186,34.0,40,1.23,1.04,System Issue
O51710,S117,Delhi,P2116,27.0,23,6.55,7.19,
O51711,S101,Bangalore,P2240,21.0,23,5.79,6.1,Store Delay
O51712,S118,Hyderabad,P2091,18.0,19,3.35,2.52,Store Delay
O51713,S105,Delhi,P2036,34.0,38,4.66,5.05,Traffic
O51714,S136,Bangalore,P2073,38.0,37,1.22,0.94,
O51715,S103,Bangalore,P2169,16.0,10,6.81,5.84,
O51716,S134,Delhi,P2010,27.0,37,3.87,3.27,Traffic
O51717,S114,Mumbai,P2002,20.0,28,0.98,0.94,Traffic
O51718,S134,Delhi,P2236,38.0,42,6.51,6.99,Store Delay
O51719,S135,Bangalore,P2225,32.0,35,5.3,4.6,Traffic
O51720,S102,Delhi,P2153,36.0,38,2.18,2.13,Partner Late
O51721,S116,Mumbai,P2059,24.0,33,1.16,0.82,Partner Late
O51722,S103,Bangalore,P2130,25.0,36,1.11,1.2,Traffic
O51723,S131,Delhi,P2133,29.0,27,4.11,3.08,
O51724,S101,Bangalore,P2077,21.0,22,7.1,5.63,Traffic
O51725,S104,Hyderabad,P2269,18.0,22,5.38,3.95,Traffic
O51726,S110,Bangalore,P2159,24.0,40,6.59,4.68,Store Delay
O51727,S118,Hyderabad,P2192,23.0,26,6.86,6.92,Partner Late
O51728,S128,Bangalore,P2284,24.0,29,2.82,2.51,Store Delay
O51729,S139,Mumbai,P2066,17.0,39,4.18,3.6,Traffic
O51730,S125,Mumbai,P2161,18.0,14,5.67,5.25,
O51731,S136,Bangalore,P2121,38.0,38,6.81,5.23,
O51732,S104,Hyderabad,P2263,35.0,36,4.32,4.61,Traffic
O51733,S113,Mumbai,P2073,19.0,13,7.24,5.65,
O51734,S105,Delhi,P2203,22.0,28,5.06,3.95,Weather
O51735,S107,Mumbai,P2006,31.0,37,7.6,8.23,Traffic
O51736,S103,Bangalore,P2026,31.0,38,6.98,5.67,Traffic
O51737,S138,Delhi,P2218,33.0,34,0.71,0.76,Traffic
O51738,S104,Hyderabad,P2224,35.0,36,5.56,4.36,Traffic
O51739,S103,Bangalore,P2276,16.0,22,4.42,4.34,Store Delay
O51740,S123,Delhi,P2165,17.0,13,6.01,4.65,
O51741,S124,Hyderabad,P2186,25.0,34,3.21,3.5,Weather
O51742,S102,Delhi,P2029,31.0,38,3.74,2.63,Partner Late
O51743,S122,Mumbai,P2066,38.0,42,1.89,1.77,Traffic
O51744,S126,Delhi,P2142,25.0,-10,4.86,3.69,
O51745,S123,Delhi,P2035,25.0,35,3.84,2.97,Traffic
O51746,S118,Hyderabad,P2250,24.0,23,2.02,1.62,
O51747,S136,Bangalore,P2234,32.0,52,7.15,5.12,Weather
O51748,S126,Delhi,P2188,19.0,31,4.63,4.41,Traffic
O51749,S134,Delhi,P2136,29.0,28,0.52,0.48,
O51750,S136,Bangalore,P2026,36.0,28,3.73,3.77,
O51751,S136,Bangalore,P2163,38.0,33,5.52,5.06,
O51752,S107,Mumbai,P2053,28.0,35,6.18,4.93,Store Delay
O51753,S121,Hyderabad,P2299,25.0,28,6.57,6.72,Partner Late
O51754,S115,Hyderabad,P2252,29.0,20,7.46,5.83,
O51755,S106,Delhi,P2031,32.0,41,7.27,7.43,Store Delay
O51756,S111,Bangalore,P2035,15.0,19,3.45,2.92,Partner Late
O51757,S135,Bangalore,P2194,37.0,46,5.95,4.7,Traffic
O51758,S134,Delhi,P2214,17.0,28,2.29,2.16,Store Delay
O51759,S113,Mumbai,P2161,26.0,29,1.24,1.25,Partner Late
O51760,S128,Bangalore,P2297,32.0,28,6.17,6.01,
O51761,S123,Delhi,P2004,35.0,45,7.09,5.59,Store Delay
O51762,S135,Bangalore,P2143,36.0,40,5.37,4.73,Partner Late
O51763,S100,Mumbai,P2215,20.0,16,5.22,5.6,
O51764,S127,Bangalore,P2228,36.0,61,1.82,1.48,Traffic
O51765,S129,Delhi,P2129,29.0,49,0.79,0.8,Traffic
O51766,S134,Delhi,P2060,35.0,35,3.77,2.77,
O51767,S118,Hyderabad,P2118,32.0,30,6.73,5.46,
O51768,S116,Mumbai,P2012,22.0,29,4.19,3.95,Partner Late
O51769,S110,Bangalore,P2205,18.0,28,3.37,2.91,Traffic
O51770,S106,Delhi,P2191,27.0,26,6.27,4.42,
O51771,S118,Hyderabad,P2114,17.0,13,7.22,7.26,
O51772,S110,Bangalore,P2203,36.0,35,2.44,2.05,
O51773,S127,Bangalore,P2283,18.0,19,7.29,6.31,Store Delay
O51774,S101,Bangalore,P2189,31.0,38,0.81,0.74,Traffic
O51775,S135,Bangalore,P2028,29.0,42,1.37,1.23,Partner Late
O51776,S102,Delhi,P2267,17.0,16,4.13,2.93,
O51777,S123,Delhi,P2114,39.0,37,0.63,0.59,
O51778,S114,Mumbai,P2109,19.0,25,3.61,3.42,Traffic
O51779,S117,Delhi,P2229,38.0,51,6.75,6.9,Traffic
O51780,S123,Delhi,P2271,17.0,14,1.47,1.45,
O51781,S135,Bangalore,P2110,21.0,28,7.54,7.84,Store Delay
O51782,S122,Mumbai,P2100,36.0,33,1.02,1.01,
O51783,S126,Delhi,P2089,27.0,16,3.68,3.26,
O51784,S133,Delhi,P2123,34.0,45,2.35,2.03,
O51785,S132,Delhi,P2078,27.0,32,4.55,4.32,Store Delay
O51786,S102,Delhi,P2257,36.0,35,3.35,3.27,
O51787,S136,Bangalore,P2018,18.0,25,3.38,3.04,Traffic
O51788,S115,Hyderabad,P2114,15.0,25,7.01,7.62,Store Delay
O51789,S132,Delhi,P2196,15.0,17,6.95,5.02,Weather
O51790,S120,Delhi,P2193,25.0,31,6.53,4.57,Store Delay
O51791,S104,Hyderabad,P2058,30.0,42,5.1,3.79,Partner Late
O51792,S118,Hyderabad,P2246,31.0,46,5.91,4.97,Traffic
O51793,S120,Delhi,P2256,25.0,27,1.07,1.04,Store Delay
O51794,S124,Hyderabad,P2279,38.0,35,5.52,4.89,
O51795,S139,Mumbai,P2000,30.0,37,1.85,1.55,Traffic
O51796,S120,Delhi,P2172,30.0,39,4.57,4.61,Store Delay
O51797,S116,Mumbai,P2249,33.0,41,1.81,1.7,Store Delay
O51798,S114,Mumbai,P2130,23.0,33,7.23,5.77,Store Delay
O51799,S131,Delhi,P2037,21.0,15,0.81,0.89,
O51800,S104,Hyderabad,P2042,25.0,34,4.62,4.29,Store Delay
O51801,S121,Hyderabad,P2100,36.0,43,3.87,3.14,Traffic
O51802,S115,Hyderabad,P2065,29.0,30,1.97,1.61,Partner Late
O51803,S114,Mumbai,P2088,27.0,44,2.38,2.34,Traffic
O51804,S130,Mumbai,P2252,18.0,34,2.6,2.84,Partner Late
O51805,S106,Delhi,P2146,22.0,20,4.16,3.54,
O51806,S132,Delhi,P2093,33.0,39,7.57,6.58,Store Delay
O51807,S121,Hyderabad,P2276,21.0,26,1.1,1.18,Store Delay
O51808,S111,Bangalore,P2148,22.0,29,7.83,6.03,Store Delay
O51809,S134,Delhi,P2080,18.0,21,5.91,5.99,Traffic
O51810,S104,Hyderabad,P2010,28.0,34,5.12,4.99,Traffic
O51811,S125,Mumbai,P2287,27.0,40,1.33,1.16,Store Delay
O51812,S137,Mumbai,P2185,26.0,40,1.18,0.98,Weather
O51813,S119,Mumbai,P2146,27.0,30,1.03,1.13,Partner Late
O51814,S125,Mumbai,P2146,19.0,13,2.1,1.48,
O51815,S117,Delhi,P2121,22.0,23,6.23,5.43,Store Delay
O51816,S133,Delhi,P2215,15.0,18,3.74,2.83,Traffic
O51817,S110,Bangalore,P2129,35.0,40,4.47,3.15,Store Delay
O51818,S135,Bangalore,P2010,21.0,25,3.03,2.68,Partner Late
O51819,S104,Hyderabad,P2245,18.0,20,2.8,2.27,Traffic
O51820,S113,Mumbai,P2134,31.0,33,5.05,5.46,Weather
O51821,S109,Delhi,P2199,18.0,15,5.23,3.8,
O51822,S100,Mumbai,P2020,37.0,56,2.86,3.05,Store Delay
O51823,S123,Delhi,P2240,32.0,29,7.84,6.05,
O51824,S126,Delhi,P2208,31.0,34,3.45,2.98,Weather
O51825,S118,Hyderabad,P2173,38.0,46,7.68,8.07,Partner Late
O51826,S122,Mumbai,P2212,25.0,28,6.36,6.1,Weather
O51827,S125,Mumbai,P2195,31.0,40,1.19,1.12,Traffic
O51828,S139,Mumbai,P2247,37.0,36,3.29,3.51,
O51829,S131,Delhi,P2201,21.0,23,1.78,1.39,Weather
O51830,S124,Hyderabad,P2292,30.0,30,7.19,5.85,
O51831,S112,Delhi,P2150,29.0,27,0.77,0.73,
O51832,S122,Mumbai,P2250,29.0,35,0.78,0.81,Store Delay
O51833,S109,Delhi,P2205,28.0,34,5.04,3.9,Partner Late
O51834,S118,Hyderabad,P2273,36.0,39,7.75,7.58,Traffic
O51835,S107,Mumbai,P2234,36.0,26,5.55,4.88,
O51836,S135,Bangalore,P2044,35.0,44,7.76,7.39,Weather
O51837,S103,Bangalore,P2104,29.0,48,4.97,3.59,Traffic
O51838,S113,Mumbai,P2113,38.0,46,4.07,4.22,Traffic
O51839,S105,Delhi,P2205,22.0,32,5.54,4.08,Traffic
O51840,S113,Mumbai,P2146,25.0,28,6.14,6.62,
O51841,S125,Mumbai,P2193,37.0,49,3.15,2.25,Store Delay
O51842,S135,Bangalore,P2040,31.0,32,6.9,6.32,Partner Late
O51843,S115,Hyderabad,P2168,15.0,13,5.11,5.36,
O51844,S112,Delhi,P2113,32.0,32,3.32,2.7,
O51845,S133,Delhi,P2225,35.0,30,7.08,6.44,
O51846,S111,Bangalore,P2172,19.0,21,1.42,1.33,Traffic
O51847,S123,Delhi,P2133,38.0,40,0.81,0.73,Store Delay
O51848,S119,Mumbai,P2123,15.0,23,7.64,5.89,Traffic
O51849,S102,Delhi,P2268,23.0,34,4.41,4.71,Store Delay
O51850,S131,Delhi,P2035,37.0,31,5.12,4.17,
O51851,S127,Bangalore,P2177,19.0,16,4.06,3.79,
O51852,S124,Hyderabad,P2069,26.0,25,4.09,3.13,
O51853,S102,Delhi,P2073,26.0,22,3.46,3.07,
O51854,S101,Bangalore,P2158,22.0,26,4.53,3.48,System Issue
O51855,S120,Delhi,P2083,20.0,16,5.2,5.19,
O51856,S107,Mumbai,P2282,38.0,38,2.26,1.89,
O51857,S118,Hyderabad,P2255,24.0,17,5.57,6.03,
O51858,S106,Delhi,P2038,37.0,45,5.99,5.23,Store Delay
O51859,S108,Mumbai,P2113,18.0,17,0.88,0.74,
O51860,S114,Mumbai,P2163,21.0,32,6.92,5.52,Weather
O51861,S118,Hyderabad,P2160,32.0,49,2.67,2.7,Traffic
O51862,S100,Mumbai,P2073,30.0,-10,5.94,5.77,Store Delay
O51863,S101,Bangalore,P2215,29.0,28,7.93,7.54,
O51864,S114,Mumbai,P2200,27.0,30,3.01,2.62,Partner Late
O51865,S107,Mumbai,P2143,19.0,22,1.58,1.58,Partner Late
O51866,S112,Delhi,P2083,28.0,31,0.99,0.77,Traffic
O51867,S135,Bangalore,P2290,19.0,26,6.74,4.81,Traffic
O51868,S113,Mumbai,P2265,25.0,34,3.35,3.62,System Issue
O51869,S127,Bangalore,P2211,31.0,33,1.75,1.81,Traffic
O51870,S112,Delhi,P2193,37.0,42,4.36,4.72,Traffic
O51871,S117,Delhi,P2173,37.0,43,5.2,4.45,Traffic
O51872,S136,Bangalore,P2161,26.0,22,6.52,5.4,
